"","Cause","State","Year","Deaths","Population","Crude.Rate","Nat_Pop","Nat_Mort","Nat_M_Rate","Comp_Rate","Comp_Cat"
"3921","Circulatory","MD",2005,15170,5592379,271.3,295516599,2447782,8.28,33,"x>30"
"3922","Circulatory","MD",2006,14568,5627367,258.9,298379912,2425990,8.13,32,"x>30"
"3923","Circulatory","MD",2007,14655,5653408,259.2,301231207,2423460,8.05,32,"x>30"
"3924","Circulatory","MD",2008,14427,5684965,253.8,304093966,2471723,8.13,31,"x>30"
"3925","Circulatory","MD",2009,14418,5730388,251.6,306771529,2436924,7.94,32,"x>30"
"3926","Circulatory","MD",2010,14109,5773552,244.4,308745538,2468186,7.99,31,"x>30"
"3927","Circulatory","MA",1999,20857,6317345,330.2,279040168,2391143,8.57,39,"x>30"
"3928","Circulatory","MA",2000,20417,6349097,321.6,281421906,2403035,8.54,38,"x>30"
"3929","Circulatory","MA",2001,20207,6397634,315.9,284968955,2416093,8.48,37,"x>30"
"3930","Circulatory","MA",2002,19751,6417206,307.8,287625193,2443141,8.49,36,"x>30"
"3931","Circulatory","MA",2003,19407,6422565,302.2,290107933,2448007,8.44,36,"x>30"
"3932","Circulatory","MA",2004,18423,6412281,287.3,292805298,2397325,8.19,35,"x>30"
"3933","Circulatory","MA",2005,17518,6403290,273.6,295516599,2447782,8.28,33,"x>30"
"3934","Circulatory","MA",2006,17087,6410084,266.6,298379912,2425990,8.13,33,"x>30"
"3935","Circulatory","MA",2007,16822,6431559,261.6,301231207,2423460,8.05,32,"x>30"
"3936","Circulatory","MA",2008,16735,6468967,258.7,304093966,2471723,8.13,32,"x>30"
"3937","Circulatory","MA",2009,16053,6517613,246.3,306771529,2436924,7.94,31,"x>30"
"3938","Circulatory","MA",2010,15692,6547629,239.7,308745538,2468186,7.99,30,"20<x<=30"
"3939","Circulatory","MI",1999,36081,9897116,364.6,279040168,2391143,8.57,43,"x>30"
"3940","Circulatory","MI",2000,35688,9938444,359.1,281421906,2403035,8.54,42,"x>30"
"3941","Circulatory","MI",2001,35055,9991120,350.9,284968955,2416093,8.48,41,"x>30"
"3942","Circulatory","MI",2002,34904,10015710,348.5,287625193,2443141,8.49,41,"x>30"
"3943","Circulatory","MI",2003,33898,10041152,337.6,290107933,2448007,8.44,40,"x>30"
"3944","Circulatory","MI",2004,32470,10055315,322.9,292805298,2397325,8.19,39,"x>30"
"3945","Circulatory","MI",2005,32576,10051137,324.1,295516599,2447782,8.28,39,"x>30"
"3946","Circulatory","MI",2006,31241,10036081,311.3,298379912,2425990,8.13,38,"x>30"
"3947","Circulatory","MI",2007,31138,10001284,311.3,301231207,2423460,8.05,39,"x>30"
"3948","Circulatory","MI",2008,31282,9946889,314.5,304093966,2471723,8.13,39,"x>30"
"3949","Circulatory","MI",2009,29694,9901591,299.9,306771529,2436924,7.94,38,"x>30"
"3950","Circulatory","MI",2010,29852,9883640,302,308745538,2468186,7.99,38,"x>30"
"3951","Circulatory","MN",1999,13759,4873481,282.3,279040168,2391143,8.57,33,"x>30"
"3952","Circulatory","MN",2000,12869,4919479,261.6,281421906,2403035,8.54,31,"x>30"
"3953","Circulatory","MN",2001,12722,4982796,255.3,284968955,2416093,8.48,30,"20<x<=30"
"3954","Circulatory","MN",2002,12502,5018935,249.1,287625193,2443141,8.49,29,"20<x<=30"
"3955","Circulatory","MN",2003,11859,5053572,234.7,290107933,2448007,8.44,28,"20<x<=30"
"3956","Circulatory","MN",2004,11566,5087713,227.3,292805298,2397325,8.19,28,"20<x<=30"
"3957","Circulatory","MN",2005,11503,5119598,224.7,295516599,2447782,8.28,27,"20<x<=30"
"3958","Circulatory","MN",2006,10723,5163555,207.7,298379912,2425990,8.13,26,"20<x<=30"
"3959","Circulatory","MN",2007,10611,5207203,203.8,301231207,2423460,8.05,25,"20<x<=30"
"3960","Circulatory","MN",2008,10573,5247018,201.5,304093966,2471723,8.13,25,"20<x<=30"
"3961","Circulatory","MN",2009,10250,5281203,194.1,306771529,2436924,7.94,24,"20<x<=30"
"3962","Circulatory","MN",2010,10282,5303925,193.9,308745538,2468186,7.99,24,"20<x<=30"
"3963","Circulatory","MS",1999,11821,2828408,417.9,279040168,2391143,8.57,49,"x>30"
"3964","Circulatory","MS",2000,11903,2844658,418.4,281421906,2403035,8.54,49,"x>30"
"3965","Circulatory","MS",2001,11660,2852994,408.7,284968955,2416093,8.48,48,"x>30"
"3966","Circulatory","MS",2002,11661,2858681,407.9,287625193,2443141,8.49,48,"x>30"
"3967","Circulatory","MS",2003,11127,2868312,387.9,290107933,2448007,8.44,46,"x>30"
"3968","Circulatory","MS",2004,10609,2889010,367.2,292805298,2397325,8.19,45,"x>30"
"3969","Circulatory","MS",2005,10979,2905943,377.8,295516599,2447782,8.28,46,"x>30"
"3970","Circulatory","MS",2006,10348,2904978,356.2,298379912,2425990,8.13,44,"x>30"
"3971","Circulatory","MS",2007,10316,2928350,352.3,301231207,2423460,8.05,44,"x>30"
"3972","Circulatory","MS",2008,10295,2947806,349.2,304093966,2471723,8.13,43,"x>30"
"3973","Circulatory","MS",2009,9703,2958774,327.9,306771529,2436924,7.94,41,"x>30"
"3974","Circulatory","MS",2010,9830,2967297,331.3,308745538,2468186,7.99,41,"x>30"
"3975","Circulatory","MO",1999,23339,5561948,419.6,279040168,2391143,8.57,49,"x>30"
"3976","Circulatory","MO",2000,22504,5595211,402.2,281421906,2403035,8.54,47,"x>30"
"3977","Circulatory","MO",2001,21800,5641142,386.4,284968955,2416093,8.48,46,"x>30"
"3978","Circulatory","MO",2002,22079,5674825,389.1,287625193,2443141,8.49,46,"x>30"
"3979","Circulatory","MO",2003,21354,5709403,374,290107933,2448007,8.44,44,"x>30"
"3980","Circulatory","MO",2004,20326,5747741,353.6,292805298,2397325,8.19,43,"x>30"
"3981","Circulatory","MO",2005,19700,5790300,340.2,295516599,2447782,8.28,41,"x>30"
"3982","Circulatory","MO",2006,19281,5842704,330,298379912,2425990,8.13,41,"x>30"
"3983","Circulatory","MO",2007,18785,5887612,319.1,301231207,2423460,8.05,40,"x>30"
"3984","Circulatory","MO",2008,19188,5923916,323.9,304093966,2471723,8.13,40,"x>30"
"3985","Circulatory","MO",2009,18114,5961088,303.9,306771529,2436924,7.94,38,"x>30"
"3986","Circulatory","MO",2010,17886,5988927,298.7,308745538,2468186,7.99,37,"x>30"
"3987","Circulatory","MT",1999,2838,897507,316.2,279040168,2391143,8.57,37,"x>30"
"3988","Circulatory","MT",2000,2798,902195,310.1,281421906,2403035,8.54,36,"x>30"
"3989","Circulatory","MT",2001,2736,906961,301.7,284968955,2416093,8.48,36,"x>30"
"3990","Circulatory","MT",2002,2794,911667,306.5,287625193,2443141,8.49,36,"x>30"
"3991","Circulatory","MT",2003,2780,919630,302.3,290107933,2448007,8.44,36,"x>30"
"3992","Circulatory","MT",2004,2518,930009,270.8,292805298,2397325,8.19,33,"x>30"
"3993","Circulatory","MT",2005,2569,940102,273.3,295516599,2447782,8.28,33,"x>30"
"3994","Circulatory","MT",2006,2492,952692,261.6,298379912,2425990,8.13,32,"x>30"
"3995","Circulatory","MT",2007,2537,964706,263,301231207,2423460,8.05,33,"x>30"
"3996","Circulatory","MT",2008,2623,976415,268.6,304093966,2471723,8.13,33,"x>30"
"3997","Circulatory","MT",2009,2438,983982,247.8,306771529,2436924,7.94,31,"x>30"
"3998","Circulatory","MT",2010,2516,989415,254.3,308745538,2468186,7.99,32,"x>30"
"3999","Circulatory","NE",1999,6129,1704764,359.5,279040168,2391143,8.57,42,"x>30"
"4000","Circulatory","NE",2000,5749,1711263,336,281421906,2403035,8.54,39,"x>30"
"4001","Circulatory","NE",2001,5765,1719836,335.2,284968955,2416093,8.48,40,"x>30"
"4002","Circulatory","NE",2002,5798,1728292,335.5,287625193,2443141,8.49,40,"x>30"
"4003","Circulatory","NE",2003,5561,1738643,319.8,290107933,2448007,8.44,38,"x>30"
"4004","Circulatory","NE",2004,5176,1749370,295.9,292805298,2397325,8.19,36,"x>30"
"4005","Circulatory","NE",2005,5102,1761497,289.6,295516599,2447782,8.28,35,"x>30"
"4006","Circulatory","NE",2006,4783,1772693,269.8,298379912,2425990,8.13,33,"x>30"
"4007","Circulatory","NE",2007,4882,1783440,273.7,301231207,2423460,8.05,34,"x>30"
"4008","Circulatory","NE",2008,4747,1796378,264.3,304093966,2471723,8.13,33,"x>30"
"4009","Circulatory","NE",2009,4507,1812683,248.6,306771529,2436924,7.94,31,"x>30"
"4010","Circulatory","NE",2010,4622,1826341,253.1,308745538,2468186,7.99,32,"x>30"
"4011","Circulatory","NV",1999,5440,1934718,281.2,279040168,2391143,8.57,33,"x>30"
"4012","Circulatory","NV",2000,5337,1998257,267.1,281421906,2403035,8.54,31,"x>30"
"4013","Circulatory","NV",2001,5709,2098399,272.1,284968955,2416093,8.48,32,"x>30"
"4014","Circulatory","NV",2002,5814,2173791,267.5,287625193,2443141,8.49,32,"x>30"
"4015","Circulatory","NV",2003,6143,2248850,273.2,290107933,2448007,8.44,32,"x>30"
"4016","Circulatory","NV",2004,6160,2346222,262.5,292805298,2397325,8.19,32,"x>30"
"4017","Circulatory","NV",2005,6491,2432143,266.9,295516599,2447782,8.28,32,"x>30"
"4018","Circulatory","NV",2006,6301,2522658,249.8,298379912,2425990,8.13,31,"x>30"
"4019","Circulatory","NV",2007,5869,2601072,225.6,301231207,2423460,8.05,28,"20<x<=30"
"4020","Circulatory","NV",2008,5997,2653630,226,304093966,2471723,8.13,28,"20<x<=30"
"4021","Circulatory","NV",2009,5975,2684665,222.6,306771529,2436924,7.94,28,"20<x<=30"
"4022","Circulatory","NV",2010,6028,2700551,223.2,308745538,2468186,7.99,28,"20<x<=30"
"4023","Circulatory","NH",1999,3676,1222014,300.8,279040168,2391143,8.57,35,"x>30"
"4024","Circulatory","NH",2000,3718,1235786,300.9,281421906,2403035,8.54,35,"x>30"
"4025","Circulatory","NH",2001,3764,1255517,299.8,284968955,2416093,8.48,35,"x>30"
"4026","Circulatory","NH",2002,3657,1269089,288.2,287625193,2443141,8.49,34,"x>30"
"4027","Circulatory","NH",2003,3520,1279840,275,290107933,2448007,8.44,33,"x>30"
"4028","Circulatory","NH",2004,3512,1290121,272.2,292805298,2397325,8.19,33,"x>30"
"4029","Circulatory","NH",2005,3302,1298492,254.3,295516599,2447782,8.28,31,"x>30"
"4030","Circulatory","NH",2006,3228,1308389,246.7,298379912,2425990,8.13,30,"20<x<=30"
"4031","Circulatory","NH",2007,3221,1312540,245.4,301231207,2423460,8.05,30,"20<x<=30"
"4032","Circulatory","NH",2008,3111,1315906,236.4,304093966,2471723,8.13,29,"20<x<=30"
"4033","Circulatory","NH",2009,2969,1316102,225.6,306771529,2436924,7.94,28,"20<x<=30"
"4034","Circulatory","NH",2010,2992,1316470,227.3,308745538,2468186,7.99,28,"20<x<=30"
"4035","Circulatory","NJ",1999,29336,8359592,350.9,279040168,2391143,8.57,41,"x>30"
"4036","Circulatory","NJ",2000,29869,8414350,355,281421906,2403035,8.54,42,"x>30"
"4037","Circulatory","NJ",2001,28560,8492671,336.3,284968955,2416093,8.48,40,"x>30"
"4038","Circulatory","NJ",2002,28387,8552643,331.9,287625193,2443141,8.49,39,"x>30"
"4039","Circulatory","NJ",2003,27694,8601402,322,290107933,2448007,8.44,38,"x>30"
"4040","Circulatory","NJ",2004,26090,8634561,302.2,292805298,2397325,8.19,37,"x>30"
"4041","Circulatory","NJ",2005,26035,8651974,300.9,295516599,2447782,8.28,36,"x>30"
"4042","Circulatory","NJ",2006,24608,8661679,284.1,298379912,2425990,8.13,35,"x>30"
"4043","Circulatory","NJ",2007,23866,8677885,275,301231207,2423460,8.05,34,"x>30"
"4044","Circulatory","NJ",2008,23875,8711090,274.1,304093966,2471723,8.13,34,"x>30"
"4045","Circulatory","NJ",2009,22868,8755602,261.2,306771529,2436924,7.94,33,"x>30"
"4046","Circulatory","NJ",2010,23792,8791894,270.6,308745538,2468186,7.99,34,"x>30"
"4047","Circulatory","NM",1999,4581,1808082,253.4,279040168,2391143,8.57,30,"20<x<=30"
"4048","Circulatory","NM",2000,4364,1819046,239.9,281421906,2403035,8.54,28,"20<x<=30"
"4049","Circulatory","NM",2001,4589,1831690,250.5,284968955,2416093,8.48,30,"20<x<=30"
"4050","Circulatory","NM",2002,4422,1855309,238.3,287625193,2443141,8.49,28,"20<x<=30"
"4051","Circulatory","NM",2003,4488,1877574,239,290107933,2448007,8.44,28,"20<x<=30"
"4052","Circulatory","NM",2004,4313,1903808,226.5,292805298,2397325,8.19,28,"20<x<=30"
"4053","Circulatory","NM",2005,4511,1932274,233.5,295516599,2447782,8.28,28,"20<x<=30"
"4054","Circulatory","NM",2006,4437,1962137,226.1,298379912,2425990,8.13,28,"20<x<=30"
"4055","Circulatory","NM",2007,4411,1990070,221.7,301231207,2423460,8.05,28,"20<x<=30"
"4056","Circulatory","NM",2008,4365,2010662,217.1,304093966,2471723,8.13,27,"20<x<=30"
"4057","Circulatory","NM",2009,4223,2036802,207.3,306771529,2436924,7.94,26,"20<x<=30"
"4058","Circulatory","NM",2010,4323,2059179,209.9,308745538,2468186,7.99,26,"20<x<=30"
"4059","Circulatory","NY",1999,70775,18882725,374.8,279040168,2391143,8.57,44,"x>30"
"4060","Circulatory","NY",2000,69229,18976457,364.8,281421906,2403035,8.54,43,"x>30"
"4061","Circulatory","NY",2001,68217,19082838,357.5,284968955,2416093,8.48,42,"x>30"
"4062","Circulatory","NY",2002,68108,19137800,355.9,287625193,2443141,8.49,42,"x>30"
"4063","Circulatory","NY",2003,66483,19175939,346.7,290107933,2448007,8.44,41,"x>30"
"4064","Circulatory","NY",2004,63171,19171567,329.5,292805298,2397325,8.19,40,"x>30"
"4065","Circulatory","NY",2005,62512,19132610,326.7,295516599,2447782,8.28,39,"x>30"
"4066","Circulatory","NY",2006,60421,19104631,316.3,298379912,2425990,8.13,39,"x>30"
"4067","Circulatory","NY",2007,59268,19132335,309.8,301231207,2423460,8.05,38,"x>30"
"4068","Circulatory","NY",2008,59088,19212436,307.6,304093966,2471723,8.13,38,"x>30"
"4069","Circulatory","NY",2009,56940,19307066,294.9,306771529,2436924,7.94,37,"x>30"
"4070","Circulatory","NY",2010,55086,19378102,284.3,308745538,2468186,7.99,36,"x>30"
"4071","Circulatory","NC",1999,26617,7949361,334.8,279040168,2391143,8.57,39,"x>30"
"4072","Circulatory","NC",2000,27376,8049313,340.1,281421906,2403035,8.54,40,"x>30"
"4073","Circulatory","NC",2001,26051,8210122,317.3,284968955,2416093,8.48,37,"x>30"
"4074","Circulatory","NC",2002,25623,8326201,307.7,287625193,2443141,8.49,36,"x>30"
"4075","Circulatory","NC",2003,25771,8422501,306,290107933,2448007,8.44,36,"x>30"
"4076","Circulatory","NC",2004,24475,8553152,286.2,292805298,2397325,8.19,35,"x>30"
"4077","Circulatory","NC",2005,24531,8705407,281.8,295516599,2447782,8.28,34,"x>30"
"4078","Circulatory","NC",2006,23625,8917270,264.9,298379912,2425990,8.13,33,"x>30"
"4079","Circulatory","NC",2007,23637,9118037,259.2,301231207,2423460,8.05,32,"x>30"
"4080","Circulatory","NC",2008,23626,9309449,253.8,304093966,2471723,8.13,31,"x>30"
"4081","Circulatory","NC",2009,23379,9449566,247.4,306771529,2436924,7.94,31,"x>30"
"4082","Circulatory","NC",2010,23231,9535483,243.6,308745538,2468186,7.99,30,"20<x<=30"
"4083","Circulatory","ND",1999,2531,644259,392.9,279040168,2391143,8.57,46,"x>30"
"4084","Circulatory","ND",2000,2345,642200,365.2,281421906,2403035,8.54,43,"x>30"
"4085","Circulatory","ND",2001,2413,639062,377.6,284968955,2416093,8.48,45,"x>30"
"4086","Circulatory","ND",2002,2270,638168,355.7,287625193,2443141,8.49,42,"x>30"
"4087","Circulatory","ND",2003,2308,638817,361.3,290107933,2448007,8.44,43,"x>30"
"4088","Circulatory","ND",2004,2107,644705,326.8,292805298,2397325,8.19,40,"x>30"
"4089","Circulatory","ND",2005,2057,646089,318.4,295516599,2447782,8.28,38,"x>30"
"4090","Circulatory","ND",2006,2096,649422,322.7,298379912,2425990,8.13,40,"x>30"
"4091","Circulatory","ND",2007,1898,652822,290.7,301231207,2423460,8.05,36,"x>30"
"4092","Circulatory","ND",2008,1855,657569,282.1,304093966,2471723,8.13,35,"x>30"
"4093","Circulatory","ND",2009,1896,664968,285.1,306771529,2436924,7.94,36,"x>30"
"4094","Circulatory","ND",2010,1916,672591,284.9,308745538,2468186,7.99,36,"x>30"
"4095","Circulatory","OH",1999,43352,11335454,382.4,279040168,2391143,8.57,45,"x>30"
"4096","Circulatory","OH",2000,42862,11353140,377.5,281421906,2403035,8.54,44,"x>30"
"4097","Circulatory","OH",2001,42220,11387404,370.8,284968955,2416093,8.48,44,"x>30"
"4098","Circulatory","OH",2002,41566,11407889,364.4,287625193,2443141,8.49,43,"x>30"
"4099","Circulatory","OH",2003,40589,11434788,355,290107933,2448007,8.44,42,"x>30"
"4100","Circulatory","OH",2004,38693,11452251,337.9,292805298,2397325,8.19,41,"x>30"
"4101","Circulatory","OH",2005,38387,11463320,334.9,295516599,2447782,8.28,40,"x>30"
"4102","Circulatory","OH",2006,36528,11481213,318.2,298379912,2425990,8.13,39,"x>30"
"4103","Circulatory","OH",2007,35497,11500468,308.7,301231207,2423460,8.05,38,"x>30"
"4104","Circulatory","OH",2008,35956,11515391,312.2,304093966,2471723,8.13,38,"x>30"
"4105","Circulatory","OH",2009,33728,11528896,292.6,306771529,2436924,7.94,37,"x>30"
"4106","Circulatory","OH",2010,34541,11536504,299.4,308745538,2468186,7.99,37,"x>30"
"4107","Circulatory","OK",1999,14789,3437147,430.3,279040168,2391143,8.57,50,"x>30"
"4108","Circulatory","OK",2000,14845,3450654,430.2,281421906,2403035,8.54,50,"x>30"
"4109","Circulatory","OK",2001,14235,3467100,410.6,284968955,2416093,8.48,48,"x>30"
"4110","Circulatory","OK",2002,14581,3489080,417.9,287625193,2443141,8.49,49,"x>30"
"4111","Circulatory","OK",2003,14496,3504892,413.6,290107933,2448007,8.44,49,"x>30"
"4112","Circulatory","OK",2004,13385,3525233,379.7,292805298,2397325,8.19,46,"x>30"
"4113","Circulatory","OK",2005,13235,3548597,373,295516599,2447782,8.28,45,"x>30"
"4114","Circulatory","OK",2006,12579,3594090,350,298379912,2425990,8.13,43,"x>30"
"4115","Circulatory","OK",2007,12423,3634349,341.8,301231207,2423460,8.05,42,"x>30"
"4116","Circulatory","OK",2008,12565,3668976,342.5,304093966,2471723,8.13,42,"x>30"
"4117","Circulatory","OK",2009,11892,3717572,319.9,306771529,2436924,7.94,40,"x>30"
"4118","Circulatory","OK",2010,12110,3751351,322.8,308745538,2468186,7.99,40,"x>30"
"4119","Circulatory","OR",1999,10898,3393941,321.1,279040168,2391143,8.57,37,"x>30"
"4120","Circulatory","OR",2000,10550,3421399,308.4,281421906,2403035,8.54,36,"x>30"
"4121","Circulatory","OR",2001,10570,3467937,304.8,284968955,2416093,8.48,36,"x>30"
"4122","Circulatory","OR",2002,10914,3513424,310.6,287625193,2443141,8.49,37,"x>30"
"4123","Circulatory","OR",2003,10522,3547376,296.6,290107933,2448007,8.44,35,"x>30"
"4124","Circulatory","OR",2004,9985,3569463,279.7,292805298,2397325,8.19,34,"x>30"
"4125","Circulatory","OR",2005,10088,3613202,279.2,295516599,2447782,8.28,34,"x>30"
"4126","Circulatory","OR",2006,9437,3670883,257.1,298379912,2425990,8.13,32,"x>30"
"4127","Circulatory","OR",2007,9287,3722417,249.5,301231207,2423460,8.05,31,"x>30"
"4128","Circulatory","OR",2008,9237,3768748,245.1,304093966,2471723,8.13,30,"20<x<=30"
"4129","Circulatory","OR",2009,8978,3808600,235.7,306771529,2436924,7.94,30,"20<x<=30"
"4130","Circulatory","OR",2010,8818,3831074,230.2,308745538,2468186,7.99,29,"20<x<=30"
"4131","Circulatory","PA",1999,53467,12263805,436,279040168,2391143,8.57,51,"x>30"
"4132","Circulatory","PA",2000,52809,12281054,430,281421906,2403035,8.54,50,"x>30"
"4133","Circulatory","PA",2001,51215,12298970,416.4,284968955,2416093,8.48,49,"x>30"
"4134","Circulatory","PA",2002,50540,12331031,409.9,287625193,2443141,8.49,48,"x>30"
"4135","Circulatory","PA",2003,49545,12374658,400.4,290107933,2448007,8.44,47,"x>30"
"4136","Circulatory","PA",2004,47369,12410722,381.7,292805298,2397325,8.19,47,"x>30"
"4137","Circulatory","PA",2005,47029,12449990,377.7,295516599,2447782,8.28,46,"x>30"
"4138","Circulatory","PA",2006,43708,12510809,349.4,298379912,2425990,8.13,43,"x>30"
"4139","Circulatory","PA",2007,42735,12563937,340.1,301231207,2423460,8.05,42,"x>30"
"4140","Circulatory","PA",2008,42920,12612285,340.3,304093966,2471723,8.13,42,"x>30"
"4141","Circulatory","PA",2009,41792,12666858,329.9,306771529,2436924,7.94,42,"x>30"
"4142","Circulatory","PA",2010,40718,12702379,320.6,308745538,2468186,7.99,40,"x>30"
"4143","Circulatory","RI",1999,3868,1040402,371.8,279040168,2391143,8.57,43,"x>30"
"4144","Circulatory","RI",2000,3956,1048319,377.4,281421906,2403035,8.54,44,"x>30"
"4145","Circulatory","RI",2001,3969,1057142,375.4,284968955,2416093,8.48,44,"x>30"
"4146","Circulatory","RI",2002,3925,1065995,368.2,287625193,2443141,8.49,43,"x>30"
"4147","Circulatory","RI",2003,3797,1071342,354.4,290107933,2448007,8.44,42,"x>30"
"4148","Circulatory","RI",2004,3718,1074579,346,292805298,2397325,8.19,42,"x>30"
"4149","Circulatory","RI",2005,3773,1067916,353.3,295516599,2447782,8.28,43,"x>30"
"4150","Circulatory","RI",2006,3350,1063096,315.1,298379912,2425990,8.13,39,"x>30"
"4151","Circulatory","RI",2007,3418,1057315,323.3,301231207,2423460,8.05,40,"x>30"
"4152","Circulatory","RI",2008,3313,1055003,314,304093966,2471723,8.13,39,"x>30"
"4153","Circulatory","RI",2009,3021,1053646,286.7,306771529,2436924,7.94,36,"x>30"
"4154","Circulatory","RI",2010,2936,1052567,278.9,308745538,2468186,7.99,35,"x>30"
"4155","Circulatory","SC",1999,13912,3974682,350,279040168,2391143,8.57,41,"x>30"
"4156","Circulatory","SC",2000,13840,4012012,345,281421906,2403035,8.54,40,"x>30"
"4157","Circulatory","SC",2001,13210,4064995,325,284968955,2416093,8.48,38,"x>30"
